usuario,question,tempo_implementacao,num_eventos,num_eventos_del,num_consultas,num_submissoes,num_tests,num_correct,num_errors,num_logic_errors,num_syntax_errors,qtd_alteracoes_codigo,misconceptions_detectados,total_misconceptions,categorias_afetadas,dificuldade
7097,1396,251.6110000000012,1053.0,16.0,,1.0,6.0,1.0,0.0,0.0,0.0,45.0,"A3,A5,B8,B9,G4",5,3,100
7098,1396,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B4,B8,B9,E1,G4",7,4,100
7126,1396,2481.6360000000022,2592.0,126.0,,2.0,30.0,0.0,2.0,1.0,1.0,638.0,"A3,A5,B4,G4",4,3,0
7128,1396,5074.888000000191,6482.0,464.0,,13.0,79.0,0.0,13.0,0.0,13.0,2676.0,"A3,A5,B4,B8,G4",5,3,0
7130,1396,913.1279999999916,2162.0,102.0,,14.0,13.0,1.0,13.0,8.0,5.0,455.0,"A5,B8,G4",3,3,100
7155,1396,,,,,1.0,3.0,1.0,0.0,0.0,0.0,8.0,"A3,B8,B9,G4",4,3,100
7162,1396,,,,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,"A2,A5,B8,B9,G4",5,3,100
7168,1396,,,,,1.0,3.0,1.0,0.0,0.0,0.0,46.0,"A5,B4,B8,B9,G4",5,3,100
7169,1396,445.8090000000004,922.0,43.0,,1.0,13.0,1.0,0.0,0.0,0.0,73.0,"A3,A5,B4,B8,G4",5,3,100
7177,1396,,,,,,,,,,,,"A5,G4",2,2,0
7188,1396,,,,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B4,B8,B9,G4",6,3,100
7192,1396,2000.9239999999736,4041.0,365.0,,1.0,28.0,1.0,0.0,0.0,0.0,881.0,"A3,A5,G4",3,2,100
7195,1396,,,,,,,,,,,,"A2,A5,B4,B8,B9,G4",6,3,0
7570,1396,844.2629999999981,1236.0,45.0,,7.0,18.0,1.0,6.0,6.0,0.0,302.0,"A3,A5,B8,C1,G4",5,4,100
7595,1396,,,,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,"A2,A3,A5,B8,B9,G4",6,3,100
7601,1396,,,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,"A5,B4,B8,G4",4,3,100
7616,1396,532.1859999999981,1880.0,42.0,,8.0,17.0,1.0,7.0,6.0,1.0,191.0,"A3,A5,B4,B8,B9,G4",6,3,100
7622,1396,396.9360000000003,957.0,8.0,,3.0,6.0,1.0,2.0,2.0,0.0,12.0,"A5,B8,G4",3,3,100
7624,1396,1125.393999999986,2830.0,92.0,,4.0,20.0,1.0,3.0,3.0,0.0,815.0,"A5,B8,B9,G4",4,3,100
7650,1396,480.1279999999991,887.0,27.0,,4.0,4.0,1.0,3.0,3.0,0.0,61.0,"A5,B8,G4",3,3,100
7654,1396,2597.490999999996,3216.0,326.0,,2.0,21.0,0.0,2.0,0.0,2.0,478.0,"A3,A4,A5,G4",4,2,0
7657,1396,,,,,1.0,6.0,1.0,0.0,0.0,0.0,74.0,"A5,B8,B9,G4",4,3,100
7659,1396,,,,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,"A2,A5,B8,B9,E1,G4",6,4,100
7673,1396,,,,,1.0,2.0,1.0,0.0,0.0,0.0,92.0,"A3,A5,B8,B9,C1,G4",6,4,100
7693,1396,,,,,1.0,4.0,1.0,0.0,0.0,0.0,62.0,"A5,B8,G4",3,3,100
7697,1396,,,,,1.0,9.0,1.0,0.0,0.0,0.0,186.0,"B8,G4",2,2,100
7748,1396,1198.9359999999929,2300.0,142.0,,3.0,33.0,1.0,2.0,2.0,0.0,855.0,"A3,A5,B4,B8,B9,G4",6,3,100
1911,1398,2185.6200000000035,1869.0,358.0,,37.0,78.0,0.0,37.0,0.0,37.0,1169.0,"A3,A5",2,1,0
1920,1398,373.58999999999975,392.0,20.0,,1.0,5.0,1.0,0.0,0.0,0.0,66.0,"A3,A5,B4,B8,B9,E1,G4",7,4,100
1933,1398,426.1070000000003,329.0,35.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"A5,B4,B8,G4",4,3,100
1963,1398,817.0829999999997,716.0,90.0,,5.0,10.0,1.0,4.0,4.0,0.0,679.0,"A5,B4,B8,E1,G4",5,4,100
1977,1398,1104.5589999999995,946.0,123.0,,6.0,44.0,1.0,5.0,5.0,0.0,385.0,"A5,G4",2,2,100
1978,1398,278.9570000000001,346.0,36.0,,1.0,3.0,1.0,0.0,0.0,0.0,47.0,"A5,B4,B8,G4",4,3,100
1998,1398,796.2190000000005,606.0,45.0,,1.0,14.0,1.0,0.0,0.0,0.0,252.0,"A3,A5,B4,B8,G4",5,3,100
2013,1398,986.862,613.0,64.0,,4.0,16.0,1.0,3.0,3.0,0.0,303.0,"A3,A5,B8,G4",4,3,100
2024,1398,313.78599999999994,285.0,21.0,,2.0,10.0,1.0,1.0,1.0,0.0,304.0,"A3,A5,B4,B8,G4",5,3,100
2148,1398,,,,,1.0,8.0,1.0,0.0,0.0,0.0,111.0,G4,1,1,100
2199,1398,723.225,527.0,60.0,,1.0,8.0,1.0,0.0,0.0,0.0,176.0,"A5,B4,B8,G4",4,3,100
2377,1398,928.2459999999814,3292.0,130.0,,9.0,18.0,1.0,8.0,1.0,7.0,374.0,"A3,A5,B8,G4",4,3,100
2807,1398,2033.4639999999956,1898.0,205.0,,40.0,36.0,0.0,40.0,30.0,10.0,2667.0,"A5,B8,G4",3,3,0
2814,1398,521.0029999999999,388.0,34.0,,1.0,2.0,1.0,0.0,0.0,0.0,1.0,"A3,A5,B8,G4",4,3,100
2822,1398,388.82200000000006,631.0,62.0,,1.0,7.0,1.0,0.0,0.0,0.0,196.0,"A2,A3,A5,B8,G4",5,3,100
2845,1398,,,,,1.0,12.0,1.0,0.0,0.0,0.0,208.0,"B8,B9,G4",3,2,100
2876,1398,,,,,,,,,,,,"A5,G4",2,2,0
2881,1398,,,,,1.0,5.0,1.0,0.0,0.0,0.0,154.0,"A5,B8,G4",3,3,100
2939,1398,1056.1449999999998,882.0,122.0,,5.0,17.0,1.0,4.0,0.0,4.0,967.0,"B8,B9,G4",3,2,100
2949,1398,1913.688999999989,3001.0,579.0,,1.0,32.0,0.0,1.0,0.0,1.0,977.0,A3,1,1,0
3054,1398,,,,,1.0,5.0,1.0,0.0,0.0,0.0,82.0,"A3,A5,B8,G4",4,3,100
3063,1398,1348.4159999999974,1483.0,231.0,,3.0,32.0,1.0,2.0,1.0,1.0,848.0,"A3,A5,B8,E1,G4",5,4,100
3079,1398,805.7259999999982,644.0,43.0,,6.0,10.0,1.0,5.0,5.0,0.0,148.0,"A3,A5,B8,G4",4,3,100
3085,1398,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,G4",4,3,100
3086,1398,1867.635000000001,1374.0,215.0,,9.0,38.0,1.0,8.0,8.0,0.0,452.0,"A3,A5,B8,B9,G4",5,3,100
3092,1398,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"A2,A5,B4,B8,C3,C8,G4",7,4,100
3102,1398,,,,,1.0,2.0,1.0,0.0,0.0,0.0,34.0,"A5,B8,E1,G4",4,4,100
3105,1398,526.908,293.0,46.0,,13.0,13.0,1.0,12.0,12.0,0.0,120.0,"A3,A5,B8,G4",4,3,100
3136,1398,,,,,1.0,4.0,1.0,0.0,0.0,0.0,102.0,"A3,A5,B8,G4",4,3,100
3142,1398,,,,,1.0,11.0,1.0,0.0,0.0,0.0,82.0,"A5,B8,B9,E1,G4",5,4,100
3144,1398,,,,,1.0,37.0,1.0,0.0,0.0,0.0,753.0,"A3,A5,B8,G4",4,3,100
3223,1398,,,,,1.0,8.0,1.0,0.0,0.0,0.0,354.0,"A3,A5,B8,E1,G4",5,4,100
3234,1398,456.87599999999645,879.0,22.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"A5,B8,B9,G4",4,3,100
3236,1398,,,,,,,,,,,,"A2,A3,A5,B8,B9,E1,G4",7,4,0
3242,1398,,,,,,,,,,,,"A3,A5,B8,G4",4,3,0
3243,1398,649.3199999999994,393.0,26.0,,1.0,16.0,0.0,1.0,1.0,0.0,91.0,"A2,A3,A5,B4,B8,G4",6,3,0
3245,1398,,,,,1.0,3.0,1.0,0.0,0.0,0.0,29.0,"A5,B8,G4",3,3,100
3255,1398,706.0229999999981,1157.0,77.0,,35.0,19.0,1.0,34.0,34.0,0.0,407.0,"A2,A5,B8,G4",4,3,100
3259,1398,,,,,1.0,2.0,1.0,0.0,0.0,0.0,2.0,"A5,B8,G4",3,3,100
3277,1398,,,,,1.0,2.0,1.0,0.0,0.0,0.0,29.0,"A3,A4,A5,B8,G4",5,3,100
3279,1398,,,,,,,,,,,,"A3,A4,G4",3,2,0
3333,1398,,,,,1.0,27.0,1.0,0.0,0.0,0.0,934.0,"A3,A5,B4,B8,G4",5,3,100
3348,1398,,,,,1.0,6.0,1.0,0.0,0.0,0.0,161.0,"A3,A5,B8,G4",4,3,100
3362,1398,,,,,,,,,,,,"A3,A5,B8,E1,G4",5,4,0
3417,1398,,,,,1.0,11.0,1.0,0.0,0.0,0.0,330.0,"A3,A5,B8,G4",4,3,100
3448,1398,892.6559999999976,778.0,153.0,,3.0,17.0,1.0,2.0,2.0,0.0,443.0,"A3,B4,B9,G4",4,3,100
3518,1398,,,,,,,,,,,,"A3,G4",2,2,0
3595,1398,,,,,1.0,4.0,1.0,0.0,0.0,0.0,0.0,"A5,B8,E1,G4",4,4,100
3650,1398,,,,,1.0,16.0,1.0,0.0,0.0,0.0,337.0,"A2,A3,A5,B12,B4,B8,B9,G4",8,3,100
3706,1398,,,,,1.0,2.0,1.0,0.0,0.0,0.0,31.0,"A5,B4,B8,G4",4,3,100
3716,1398,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,G4",4,3,100
3731,1398,1760.5420000000004,1013.0,142.0,,8.0,35.0,1.0,7.0,6.0,1.0,1009.0,"A3,A5,G4",3,2,100
3855,1398,1175.3579999999984,1098.0,119.0,,9.0,49.0,1.0,8.0,8.0,0.0,1129.0,"A3,A5,B8,B9,G4",5,3,100
3985,1398,702.6309999999996,411.0,39.0,,7.0,17.0,1.0,6.0,6.0,0.0,111.0,"A3,A5,B8,G4",4,3,100
3999,1398,,,,,1.0,10.0,1.0,0.0,0.0,0.0,59.0,"A5,G4",2,2,100
4044,1398,1546.8119999999876,3657.0,477.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,B9,G4",5,3,100
4057,1398,,,,,1.0,6.0,1.0,0.0,0.0,0.0,95.0,"A5,B8,G4",3,3,100
4066,1398,,,,,1.0,3.0,1.0,0.0,0.0,0.0,84.0,"A3,A5,B8,B9,G4",5,3,100
4073,1398,558.1039999999996,250.0,36.0,,2.0,10.0,0.0,2.0,0.0,2.0,25.0,"A3,A4,G4",3,2,0
4076,1398,,,,,,,,,,,,,0,0,0
4098,1398,1002.6589999999992,933.0,126.0,,13.0,23.0,0.0,13.0,10.0,3.0,575.0,"A5,G4",2,2,0
4123,1398,684.0150000000002,546.0,28.0,,5.0,11.0,1.0,4.0,4.0,0.0,212.0,"A5,B8,G4",3,3,100
4127,1398,634.5549999999998,666.0,75.0,,4.0,15.0,1.0,3.0,3.0,0.0,343.0,"A3,A5,B8,G4",4,3,100
4139,1398,1383.9510000000002,746.0,101.0,,1.0,9.0,0.0,1.0,1.0,0.0,82.0,"A2,A3,A5,B8,B9,E1,G4",7,4,0
4206,1398,,,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,G4",4,3,100
4209,1398,2597.586000000005,1611.0,278.0,,10.0,32.0,0.0,10.0,3.0,7.0,787.0,"A3,A5,B8,G4",4,3,0
4234,1398,3041.3890000000238,3435.0,603.0,,11.0,104.0,0.0,11.0,11.0,0.0,2541.0,"A3,A4,A5,G4",4,2,0
4304,1398,1780.8599999999997,1071.0,154.0,,4.0,24.0,0.0,4.0,4.0,0.0,423.0,"A3,A5,B8,G4",4,3,0
4316,1398,1569.571999999995,1661.0,204.0,,13.0,44.0,1.0,12.0,12.0,0.0,922.0,G4,1,1,100
4337,1398,,,,,1.0,9.0,1.0,0.0,0.0,0.0,247.0,"A5,B8,G4",3,3,100
4352,1398,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,B9,G4",5,3,100
4377,1398,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"A2,A3,A5,B8,G4",5,3,100
4424,1398,825.3779999999999,698.0,102.0,,4.0,15.0,1.0,3.0,3.0,0.0,176.0,"A3,A5,B8,B9,G4",5,3,100
4433,1398,2443.5810000000024,1651.0,299.0,,12.0,42.0,0.0,12.0,12.0,0.0,903.0,"A3,G4",2,2,0
4445,1398,,,,,,,,,,,,"A3,A4,G4",3,2,0
4461,1398,706.0589999999997,344.0,30.0,,9.0,13.0,1.0,8.0,8.0,0.0,138.0,"A3,A5,B8,G4",4,3,100
4515,1398,,,,,1.0,3.0,1.0,0.0,0.0,0.0,4.0,,0,0,100
4682,1398,887.6409999999993,1170.0,28.0,,2.0,11.0,1.0,1.0,1.0,0.0,48.0,"A3,A5,G4",3,2,100
4744,1398,2351.3189999999945,4236.0,233.0,,9.0,48.0,1.0,8.0,8.0,0.0,1494.0,"A3,A4,A5,G4",4,2,100
5655,1398,322.9240000000005,953.0,29.0,,2.0,4.0,1.0,1.0,1.0,0.0,5.0,"A2,A5,B8,G4",4,3,100
6012,1398,752.206999999988,2110.0,58.0,,2.0,10.0,1.0,1.0,0.0,1.0,279.0,"A3,A5,G4",3,2,100
6071,1398,,,,,,,,,,,,"A3,A5,G4",3,2,0
6141,1398,,,,,,,,,,,,"A3,G4",2,2,0
6172,1398,1598.4279999999933,1660.0,90.0,,12.0,8.0,1.0,11.0,10.0,1.0,141.0,"A3,A5,B4,B8,G4",5,3,100
6338,1398,,,,,,,,,,,,"A3,A5,B9,G4",4,3,0
6415,1398,1965.271999999973,3541.0,204.0,,4.0,28.0,1.0,3.0,3.0,0.0,367.0,"A3,A5,B4,B8,B9,G4",6,3,100
6424,1398,212.47100000000043,709.0,15.0,,4.0,5.0,1.0,3.0,2.0,1.0,17.0,"A5,B4,B8,C8,E1,G4",6,5,100
6452,1398,,,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B6,B8,G4",5,3,100
7101,1398,437.9669999999993,717.0,9.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A5,B8,G4",3,3,100
7112,1398,445.26199999999966,981.0,25.0,,3.0,7.0,1.0,2.0,2.0,0.0,81.0,"A3,A5,B8,B9,G4",5,3,100
7121,1398,537.1129999999969,1117.0,53.0,,4.0,4.0,1.0,3.0,3.0,0.0,42.0,"A5,B8,G4",3,3,100
7205,1398,1149.8129999999949,638.0,14.0,,4.0,8.0,0.0,4.0,2.0,2.0,46.0,G4,1,1,0
7211,1398,1939.1119999999732,7360.0,394.0,,2.0,33.0,1.0,1.0,0.0,1.0,747.0,"A3,A5,B8,G4",4,3,0
7212,1398,,,,,1.0,8.0,1.0,0.0,0.0,0.0,65.0,"A3,A5,B8,B9,G4",5,3,100
7214,1398,1441.0309999999915,1591.0,84.0,,4.0,26.0,1.0,3.0,3.0,0.0,531.0,G4,1,1,100
7234,1398,,,,,,,,,,,,,0,0,0
7564,1398,,,,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,"A2,A3,A5,B4,B8,G4",6,3,100
7568,1398,2223.240999999985,3371.0,216.0,,10.0,52.0,1.0,9.0,8.0,1.0,1001.0,"A2,A3,A5,B8,E1,G4",6,4,100
7639,1398,2485.734999999998,1014.0,26.0,,12.0,10.0,1.0,11.0,6.0,5.0,202.0,"A3,B4,G4",3,3,100
7656,1398,,,,,,,,,,,,"A3,A5,G4",3,2,0
7658,1398,734.9369999999975,1424.0,75.0,,2.0,11.0,1.0,1.0,1.0,0.0,141.0,"A3,A5,B8,B9,E1,G4",6,4,100
7685,1398,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B8,G4",4,3,100
1544,1400,758.1280000000005,632.0,48.0,,3.0,11.0,1.0,2.0,2.0,0.0,272.0,"A5,G4",2,2,100
1896,1400,677.7919999999997,455.0,54.0,,1.0,3.0,1.0,0.0,0.0,0.0,32.0,"A3,A5,B11,B6,B8,G4",6,3,100
1905,1400,468.5810000000002,385.0,22.0,,1.0,3.0,1.0,0.0,0.0,0.0,34.0,"A5,B8,B9,G4",4,3,100
1928,1400,2458.842999999999,1211.0,120.0,,20.0,23.0,1.0,19.0,17.0,2.0,782.0,"A3,A5,G4",3,2,100
1930,1400,415.0520000000001,288.0,17.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,"A5,B4,B8,G4",4,3,100
2010,1400,635.9370000000001,690.0,45.0,,1.0,3.0,1.0,0.0,0.0,0.0,202.0,"A2,A5,B8,G4",4,3,100
2115,1400,,,,,,,,,,,,"A3,A5,G4",3,2,0
2123,1400,861.99,452.0,39.0,,5.0,6.0,1.0,4.0,4.0,0.0,56.0,"A3,A5,B8,G4",4,3,100
2131,1400,1595.8799999999967,3052.0,295.0,,5.0,51.0,0.0,5.0,5.0,0.0,2492.0,"A3,A5,B8,G4",4,3,0
2164,1400,1472.897999999998,715.0,108.0,,3.0,5.0,1.0,2.0,1.0,1.0,579.0,"A5,G4",2,2,100
2165,1400,1395.0069999999976,838.0,102.0,,8.0,5.0,1.0,7.0,6.0,1.0,224.0,"A3,A5,B8,G4",4,3,100
2176,1400,,,,,1.0,3.0,1.0,0.0,0.0,0.0,16.0,"A3,A5,G4",3,2,100
2177,1400,811.5160000000003,601.0,93.0,,5.0,15.0,1.0,4.0,4.0,0.0,86.0,"A5,B8,G4",3,3,100
2181,1400,1038.0109999999977,1283.0,118.0,,1.0,11.0,1.0,0.0,0.0,0.0,515.0,"A5,B8,G4",3,3,100
2226,1400,1431.3810000000003,878.0,103.0,,1.0,5.0,1.0,0.0,0.0,0.0,269.0,"A3,A5,B8,G4",4,3,100
2227,1400,,,,,,,,,,,,"A3,A5,B8,G4",4,3,0
2234,1400,2191.784000000001,638.0,95.0,,1.0,10.0,0.0,1.0,0.0,1.0,137.0,"A3,A5,G4",3,2,0
2265,1400,1447.6519999999991,1396.0,207.0,,9.0,19.0,0.0,9.0,9.0,0.0,256.0,"A3,A5,B8,G4",4,3,0
2267,1400,1656.5029999999997,761.0,98.0,,4.0,14.0,0.0,4.0,4.0,0.0,466.0,"A3,A5,B8,G4",4,3,0
2269,1400,,,,,,,,,,,,"A3,A5,B8,G4",4,3,0
2273,1400,923.2099999999998,889.0,119.0,,11.0,12.0,0.0,11.0,0.0,11.0,708.0,"A3,A5,B8,G4",4,3,0
2275,1400,993.1679999999952,1121.0,95.0,,1.0,18.0,0.0,1.0,0.0,1.0,499.0,"A3,A5,B8,G4",4,3,0
2280,1400,493.3609999999999,388.0,11.0,,2.0,2.0,1.0,1.0,1.0,0.0,19.0,"A3,A5,B8,G4",4,3,100
2282,1400,362.394,389.0,22.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"A5,B8,G4",3,3,100
2294,1400,2071.786,1027.0,159.0,,19.0,18.0,0.0,19.0,18.0,1.0,1231.0,"A5,B8,G4",3,3,0
2295,1400,910.3099999999996,697.0,71.0,,3.0,14.0,0.0,3.0,2.0,1.0,506.0,"A3,A5,B8,G4",4,3,0
2296,1400,,,,,,,,,,,,"A3,A5,G4",3,2,0
2298,1400,,,,,,,,,,,,"A3,A5,G4",3,2,0
2392,1400,797.8349999999998,419.0,20.0,,3.0,7.0,1.0,2.0,2.0,0.0,369.0,"A3,A5,B8,G4",4,3,100
2393,1400,344.30800000000005,323.0,16.0,,6.0,9.0,1.0,5.0,5.0,0.0,19.0,"A3,A5,B8,G4",4,3,100
2408,1400,1611.616999999996,1199.0,243.0,,6.0,11.0,1.0,5.0,5.0,0.0,506.0,"A3,A4,A5,B8,G4",5,3,100
2425,1400,724.5509999999985,511.0,58.0,,3.0,10.0,1.0,2.0,2.0,0.0,161.0,"A5,B8,G4",3,3,100
2426,1400,,,,,1.0,5.0,1.0,0.0,0.0,0.0,124.0,"A5,B8,G4",3,3,100
2481,1400,,,,,,,,,,,,"A3,A5,G4",3,2,0
2508,1400,1106.5689999999995,671.0,86.0,,9.0,21.0,1.0,8.0,8.0,0.0,458.0,"A3,A5,B8,G4",4,3,100
2517,1400,2632.7109999999984,1228.0,136.0,,8.0,10.0,1.0,7.0,7.0,0.0,146.0,"A3,A5,G4",3,2,100
2530,1400,133.613,56.0,4.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,A3,1,1,0
2574,1400,1020.9919999999984,1346.0,176.0,,10.0,12.0,0.0,10.0,10.0,0.0,385.0,"A3,A5,B8,G4",4,3,0
2587,1400,,,,,,,,,,,,"A3,A5,B8,G4",4,3,0
2631,1400,,,,,,,,,,,,"A3,G4",2,2,0
2823,1400,932.9030000000002,1031.0,186.0,,6.0,18.0,1.0,5.0,5.0,0.0,541.0,"A3,A5,B8,G4",4,3,100
2830,1400,396.34299999999934,462.0,17.0,,1.0,3.0,1.0,0.0,0.0,0.0,23.0,"A3,A5,B8,G4",4,3,100
2855,1400,636.0920000000002,555.0,72.0,,1.0,5.0,1.0,0.0,0.0,0.0,201.0,"A2,A3,A5,B8,G4",5,3,100
2872,1400,792.3199999999997,605.0,23.0,,9.0,17.0,1.0,8.0,8.0,0.0,377.0,"A3,A5,B8,G4",4,3,100
2878,1400,1894.1179999999956,1311.0,169.0,,7.0,14.0,0.0,7.0,7.0,0.0,351.0,"A3,A5,B8,B9,G4",5,3,0
2961,1400,,,,,,,,,,,,"A3,G4",2,2,0
3705,1400,,,,,,,,,,,,"A3,A4,A5,B8,E1,G4",6,4,0
3711,1400,1132.6180000000006,693.0,29.0,,3.0,3.0,0.0,3.0,0.0,3.0,518.0,"A3,A5,G4",3,2,0
3712,1400,,,,,,,,,,,,"A3,A5,B8,G4",4,3,0
3715,1400,,,,,1.0,9.0,1.0,0.0,0.0,0.0,267.0,"A3,A5,B8,B9,G4",5,3,100
3722,1400,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"A3,A5,B9,G4",4,3,100
3758,1400,1878.532000000001,1142.0,120.0,,29.0,30.0,1.0,28.0,28.0,0.0,282.0,"A3,A5,G4",3,2,100
3759,1400,625.5019999999988,494.0,33.0,,2.0,4.0,1.0,1.0,1.0,0.0,155.0,"A5,B8,G4",3,3,100
3776,1400,721.2290000000004,483.0,70.0,,5.0,5.0,0.0,5.0,5.0,0.0,194.0,"A3,A5,B4,B8,G4",5,3,0
3813,1400,,,,,,,,,,,,"A3,G4",2,2,0
3855,1400,2126.258,2177.0,171.0,,21.0,58.0,1.0,20.0,19.0,1.0,3219.0,"A3,A5,B8,B9,G4",5,3,100
7510,1400,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"B8,G4",2,2,100
7666,1400,510.0439999999985,1354.0,39.0,,3.0,0.0,1.0,2.0,2.0,0.0,105.0,"A3,A5,B8,B9,G4",5,3,100
1906,1399,1741.4429999999925,1439.0,173.0,,24.0,23.0,1.0,23.0,22.0,1.0,839.0,"A3,A5,B8,G4",4,3,100
1910,1399,1609.7179999999964,1603.0,256.0,,20.0,1.0,1.0,19.0,9.0,10.0,611.0,"A5,B4,G4",3,3,100
1919,1399,879.2169999999996,640.0,57.0,,2.0,10.0,1.0,1.0,1.0,0.0,221.0,"A2,A3,A5,B4,B8,G4",6,3,100
1947,1399,707.7009999999962,1487.0,169.0,,8.0,11.0,1.0,7.0,6.0,1.0,591.0,"A5,B4,B6,B8,E1,G4",6,4,100
2004,1399,,,,,,,,,,,,"A3,G4",2,2,0
2011,1399,691.4990000000004,645.0,63.0,,3.0,5.0,1.0,2.0,2.0,0.0,319.0,"A2,A5,B8,G4",4,3,100
2038,1399,1589.390000000002,885.0,135.0,,3.0,11.0,0.0,3.0,3.0,0.0,396.0,"A3,A5,G4",3,2,0
2182,1399,,,,,,,,,,,,"A3,A5,G4",3,2,0
2511,1399,516.4310000000004,567.0,33.0,,3.0,3.0,1.0,2.0,2.0,0.0,495.0,"A3,A5,B4,B8,G4",5,3,100
2816,1399,546.5139999999998,517.0,68.0,,1.0,2.0,1.0,0.0,0.0,0.0,33.0,"A3,A5,B8,G4",4,3,100
2817,1399,304.65200000000004,391.0,25.0,,1.0,2.0,1.0,0.0,0.0,0.0,99.0,"A5,B8,G4",3,3,100
2825,1399,602.0349999999997,470.0,28.0,,1.0,2.0,1.0,0.0,0.0,0.0,22.0,"A5,B8,G4",3,3,100
2827,1399,996.5389999999998,800.0,92.0,,5.0,9.0,1.0,4.0,4.0,0.0,516.0,"A5,B8,G4",3,3,100
2830,1399,321.2779999999994,698.0,69.0,,1.0,3.0,1.0,0.0,0.0,0.0,44.0,"A3,A5,B8,G4",4,3,100
2837,1399,1875.5579999999964,2640.0,392.0,,11.0,47.0,1.0,10.0,0.0,10.0,3316.0,"A3,A5,G4",3,2,100
2859,1399,2141.856000000002,1185.0,99.0,,6.0,11.0,1.0,5.0,0.0,5.0,1199.0,"A3,A5,B4,B8,G4",5,3,100
2941,1399,2296.998999999998,823.0,62.0,,4.0,13.0,1.0,3.0,3.0,0.0,248.0,"A3,A5,G4",3,2,100
3044,1399,1652.5749999999991,1176.0,194.0,,7.0,21.0,0.0,7.0,7.0,0.0,1461.0,"A3,A5,B8,B9,E1,G4",6,4,0
3048,1399,1144.0719999999994,897.0,130.0,,7.0,17.0,0.0,7.0,7.0,0.0,424.0,"A2,A3,A5,B8,G4",5,3,0
3057,1399,2928.707000000001,1287.0,217.0,,2.0,21.0,1.0,1.0,1.0,0.0,961.0,"A3,A5,B8,E1,G4",5,4,100
3060,1399,786.8249999999987,801.0,160.0,,4.0,5.0,1.0,3.0,2.0,1.0,68.0,"A2,A5,B8,G4",4,3,100
3072,1399,1685.4390000000012,1146.0,128.0,,12.0,19.0,1.0,11.0,11.0,0.0,839.0,"A2,A3,A5,G4",4,2,100
3091,1399,2488.047999999997,1449.0,217.0,,7.0,30.0,1.0,6.0,6.0,0.0,626.0,"A2,A3,A5,B8,E1,G4",6,4,100
3098,1399,1008.0099999999944,862.0,39.0,,4.0,8.0,1.0,3.0,2.0,1.0,153.0,"A3,A5,B8,G4",4,3,100
3120,1399,3309.034000000004,2676.0,379.0,,11.0,52.0,0.0,11.0,11.0,0.0,3531.0,"A5,G4",2,2,0
3128,1399,950.9429999999973,1076.0,116.0,,1.0,29.0,0.0,1.0,0.0,1.0,1354.0,"A3,B8,G4",3,3,0
3132,1399,1664.0049999999978,1550.0,302.0,,7.0,40.0,1.0,6.0,6.0,0.0,1320.0,"A3,B8,B9,E1,G4",5,4,100
3222,1399,,,,,1.0,4.0,1.0,0.0,0.0,0.0,34.0,"A2,A5,B8,E1,G4",5,4,100
3233,1399,785.9830000000001,425.0,47.0,,3.0,7.0,1.0,2.0,2.0,0.0,329.0,"A5,B8,E1,G4",4,4,100
3258,1399,,,,,,,,,,,,"A3,B8,E1,G4",4,4,0
3309,1399,737.5709999999995,811.0,128.0,,3.0,10.0,1.0,2.0,2.0,0.0,220.0,"A2,A3,A5,B8,G4",5,3,100
3310,1399,2841.322999999997,3723.0,474.0,,7.0,63.0,1.0,6.0,6.0,0.0,2786.0,"A3,A5,B8,E1,G4",5,4,100
3356,1399,,,,,,,,,,,,"A3,A5,B4,B8,G4",5,3,0
3425,1399,426.94900000000126,673.0,55.0,,8.0,11.0,1.0,7.0,4.0,3.0,392.0,"A5,E1,G4",3,3,100
3522,1399,2703.8299999999945,2576.0,582.0,,1.0,80.0,0.0,1.0,1.0,0.0,1824.0,"A2,A3,A5,B8,G4",5,3,0
