usuario,question,tempo_implementacao,num_eventos,num_eventos_del,num_submissoes,num_tests,num_correct,num_errors,num_logic_errors,num_syntax_errors,qtd_alteracoes_codigo,taxa_acerto,taxa_aceitacao,num_consultas,misconceptions_detectados,total_misconceptions,categorias_afetadas,dificuldade,MD1_taxa_acerto,MD2_num_submissoes,MD3_taxa_aceitacao,MD4_num_testes,MD5_num_consultas,MD6_erros_logica,MD7_erros_sintaxe,MD8_total_erros,MD9_eventos_delecao,MD10_total_eventos,MD11_tempo_implementacao,MD12_alteracoes_codigo,MD13_discriminacao_questao,MD13_contribuicao_individual
1992,1483,1157.951999999994,1492.0,100.0,2,9,1.0,1,1,0,1152,0.0,0.5,11,"B4,B8,G4",3,2,0,0.0,2,0.5,9,11,1,0,1,100.0,1492.0,1157.951999999994,1152,,
1996,1483,1046.3629999999991,1743.0,146.0,5,19,1.0,4,4,0,1785,0.0,0.2,24,"B4,B8",2,1,0,0.0,5,0.2,19,24,4,0,4,146.0,1743.0,1046.3629999999991,1785,,
2198,1483,1511.121999999987,2194.0,169.0,4,30,1.0,3,2,1,6635,0.0,0.25,34,"B4,B8,G4",3,2,0,0.0,4,0.25,30,34,2,1,3,169.0,2194.0,1511.121999999987,6635,,
2204,1483,2594.2469999999635,4737.0,320.0,8,64,0.0,8,7,1,2837,0.0,0.0,72,"B4,G4",2,2,0,0.0,8,0.0,64,72,7,1,8,320.0,4737.0,2594.2469999999635,2837,,
3713,1483,757.6319999999993,907.0,120.0,8,15,1.0,7,3,4,1429,0.0,0.125,23,"B4,G4",2,2,0,0.0,8,0.125,15,23,3,4,7,120.0,907.0,757.6319999999993,1429,,
3755,1483,,,,1,1,1.0,0,0,0,353,0.0,1.0,2,"B4,B8,G4",3,2,0,0.0,1,1.0,1,2,0,0,0,,,,353,,
3782,1483,715.2260000000001,932.0,130.0,3,7,1.0,2,2,0,945,0.0,0.3333333333333333,10,"B4,G4",2,2,0,0.0,3,0.3333333333333333,7,10,2,0,2,130.0,932.0,715.2260000000001,945,,
1903,1522,441.30999999999966,475.0,32.0,1,8,1.0,0,0,0,107,0.0,1.0,9,"A3,G4",2,2,0,0.0,1,1.0,8,9,0,0,0,32.0,475.0,441.30999999999966,107,,
1933,1522,,,,1,2,1.0,0,0,0,15,0.0,1.0,3,G4,1,1,0,0.0,1,1.0,2,3,0,0,0,,,,15,,
1934,1522,280.25799999999987,352.0,49.0,1,2,1.0,0,0,0,1,0.0,1.0,3,G4,1,1,0,0.0,1,1.0,2,3,0,0,0,49.0,352.0,280.25799999999987,1,,
1941,1522,1025.111,647.0,44.0,1,17,1.0,0,0,0,503,0.0,1.0,18,"B8,G4",2,2,0,0.0,1,1.0,17,18,0,0,0,44.0,647.0,1025.111,503,,
1979,1522,391.8459999999998,841.0,125.0,1,4,1.0,0,0,0,20,0.0,1.0,5,G4,1,1,0,0.0,1,1.0,4,5,0,0,0,125.0,841.0,391.8459999999998,20,,
1998,1522,2110.780999999997,2024.0,80.0,31,20,1.0,30,27,3,914,0.0,0.03225806451612903,51,,0,0,0,0.0,31,0.03225806451612903,20,51,27,3,30,80.0,2024.0,2110.780999999997,914,,
2196,1522,1250.4989999999984,934.0,130.0,1,18,1.0,0,0,0,135,0.0,1.0,19,G4,1,1,0,0.0,1,1.0,18,19,0,0,0,130.0,934.0,1250.4989999999984,135,,
2219,1522,237.342,324.0,14.0,1,2,1.0,0,0,0,0,0.0,1.0,3,"A3,G4",2,2,0,0.0,1,1.0,2,3,0,0,0,14.0,324.0,237.342,0,,
2221,1522,130.65600000000003,223.0,20.0,1,1,1.0,0,0,0,0,0.0,1.0,2,"A3,G4",2,2,0,0.0,1,1.0,1,2,0,0,0,20.0,223.0,130.65600000000003,0,,
2235,1522,282.98500000000007,365.0,19.0,1,1,1.0,0,0,0,0,0.0,1.0,2,"A3,G4",2,2,0,0.0,1,1.0,1,2,0,0,0,19.0,365.0,282.98500000000007,0,,
2280,1522,1090.2200000000005,466.0,51.0,5,11,0.0,5,5,0,84,0.0,0.0,16,"A3,G4",2,2,0,0.0,5,0.0,11,16,5,0,5,51.0,466.0,1090.2200000000005,84,,
2294,1522,480.27400000000006,345.0,36.0,1,6,1.0,0,0,0,52,0.0,1.0,7,G4,1,1,0,0.0,1,1.0,6,7,0,0,0,36.0,345.0,480.27400000000006,52,,
2303,1522,1963.888999999996,1104.0,118.0,6,24,0.0,6,6,0,904,0.0,0.0,30,"A3,G4",2,2,0,0.0,6,0.0,24,30,6,0,6,118.0,1104.0,1963.888999999996,904,,
2386,1522,531.1840000000002,292.0,9.0,1,1,1.0,0,0,0,0,0.0,1.0,2,G4,1,1,0,0.0,1,1.0,1,2,0,0,0,9.0,292.0,531.1840000000002,0,,
2531,1522,1951.924999999998,1067.0,134.0,7,23,0.0,7,6,1,692,0.0,0.0,30,A3,1,1,0,0.0,7,0.0,23,30,6,1,7,134.0,1067.0,1951.924999999998,692,,
2833,1522,715.7749999999999,594.0,56.0,1,4,1.0,0,0,0,49,0.0,1.0,5,,0,0,0,0.0,1,1.0,4,5,0,0,0,56.0,594.0,715.7749999999999,49,,
2853,1522,812.5270000000005,453.0,25.0,1,1,1.0,0,0,0,0,0.0,1.0,2,G4,1,1,0,0.0,1,1.0,1,2,0,0,0,25.0,453.0,812.5270000000005,0,,
2866,1522,2493.813,1388.0,225.0,1,7,0.0,1,1,0,231,0.0,0.0,8,"A3,G4",2,2,0,0.0,1,0.0,7,8,1,0,1,225.0,1388.0,2493.813,231,,
4013,1522,703.4560000000002,590.0,53.0,2,7,1.0,1,1,0,153,0.0,0.5,9,G4,1,1,0,0.0,2,0.5,7,9,1,0,1,53.0,590.0,703.4560000000002,153,,
4189,1522,,,,1,2,1.0,0,0,0,20,0.0,1.0,3,G4,1,1,0,0.0,1,1.0,2,3,0,0,0,,,,20,,
4210,1522,1993.724999999997,1599.0,312.0,5,48,1.0,4,4,0,1231,0.0,0.2,53,G4,1,1,0,0.0,5,0.2,48,53,4,0,4,312.0,1599.0,1993.724999999997,1231,,
4339,1522,2450.8820000000014,993.0,144.0,7,31,1.0,6,5,1,738,0.0,0.14285714285714285,38,G4,1,1,0,0.0,7,0.14285714285714285,31,38,5,1,6,144.0,993.0,2450.8820000000014,738,,
4376,1522,,,,1,1,0.0,1,1,0,0,0.0,0.0,2,G4,1,1,0,0.0,1,0.0,1,2,1,0,1,,,,0,,
4384,1522,1576.2789999999989,1190.0,177.0,26,32,0.0,26,25,1,212,0.0,0.0,58,"A3,G4",2,2,0,0.0,26,0.0,32,58,25,1,26,177.0,1190.0,1576.2789999999989,212,,
4429,1522,2085.2070000000017,914.0,85.0,4,42,0.0,4,4,0,414,0.0,0.0,46,G4,1,1,0,0.0,4,0.0,42,46,4,0,4,85.0,914.0,2085.2070000000017,414,,
1919,1523,1318.8909999999998,959.0,118.0,10,30,0.0,10,10,0,555,0.0,0.0,40,,0,0,0,0.0,10,0.0,30,40,10,0,10,118.0,959.0,1318.8909999999998,555,,
2011,1523,612.9499999999997,507.0,20.0,10,21,1.0,9,9,0,24,0.0,0.1,31,G4,1,1,0,0.0,10,0.1,21,31,9,0,9,20.0,507.0,612.9499999999997,24,,
2016,1523,1828.9350000000009,1508.0,316.0,34,35,1.0,33,19,14,2124,0.0,0.029411764705882353,69,,0,0,0,0.0,34,0.029411764705882353,35,69,19,14,33,316.0,1508.0,1828.9350000000009,2124,,
2034,1523,1274.5929999999994,800.0,115.0,4,23,1.0,3,3,0,944,0.0,0.25,27,,0,0,0,0.0,4,0.25,23,27,3,0,3,115.0,800.0,1274.5929999999994,944,,
2211,1523,1389.3030000000006,1273.0,150.0,22,20,1.0,21,20,1,659,0.0,0.045454545454545456,42,G4,1,1,0,0.0,22,0.045454545454545456,20,42,20,1,21,150.0,1273.0,1389.3030000000006,659,,
2213,1523,1322.9590000000012,913.0,154.0,2,44,1.0,1,1,0,932,0.0,0.5,46,G4,1,1,0,0.0,2,0.5,44,46,1,0,1,154.0,913.0,1322.9590000000012,932,,
2215,1523,847.6969999999992,895.0,109.0,1,20,1.0,0,0,0,217,0.0,1.0,21,"A3,G4",2,2,0,0.0,1,1.0,20,21,0,0,0,109.0,895.0,847.6969999999992,217,,
2216,1523,845.8099999999989,735.0,72.0,3,21,1.0,2,2,0,403,0.0,0.3333333333333333,24,G4,1,1,0,0.0,3,0.3333333333333333,21,24,2,0,2,72.0,735.0,845.8099999999989,403,,
2230,1523,2389.3050000000035,1633.0,198.0,7,61,1.0,6,6,0,1183,0.0,0.14285714285714285,68,G4,1,1,0,0.0,7,0.14285714285714285,61,68,6,0,6,198.0,1633.0,2389.3050000000035,1183,,
2237,1523,1509.149000000001,803.0,160.0,1,12,1.0,0,0,0,189,0.0,1.0,13,G4,1,1,0,0.0,1,1.0,12,13,0,0,0,160.0,803.0,1509.149000000001,189,,
2238,1523,414.98900000000015,346.0,42.0,1,1,1.0,0,0,0,0,0.0,1.0,2,G4,1,1,0,0.0,1,1.0,1,2,0,0,0,42.0,346.0,414.98900000000015,0,,
2239,1523,680.2639999999999,396.0,40.0,1,1,1.0,0,0,0,0,0.0,1.0,2,"A3,G4",2,2,0,0.0,1,1.0,1,2,0,0,0,40.0,396.0,680.2639999999999,0,,
2266,1523,121.231,161.0,8.0,2,1,1.0,1,1,0,2,0.0,0.5,3,G4,1,1,0,0.0,2,0.5,1,3,1,0,1,8.0,161.0,121.231,2,,
2284,1523,777.2569999999997,702.0,57.0,1,6,1.0,0,0,0,13,0.0,1.0,7,"A3,G4",2,2,0,0.0,1,1.0,6,7,0,0,0,57.0,702.0,777.2569999999997,13,,
2353,1523,2093.300999999999,1252.0,173.0,37,77,1.0,36,36,0,1049,0.0,0.02702702702702703,114,G4,1,1,0,0.0,37,0.02702702702702703,77,114,36,0,36,173.0,1252.0,2093.300999999999,1049,,
2400,1523,147.00999999999996,236.0,21.0,1,2,1.0,0,0,0,1,0.0,1.0,3,G4,1,1,0,0.0,1,1.0,2,3,0,0,0,21.0,236.0,147.00999999999996,1,,
2405,1523,970.8959999999996,487.0,71.0,1,15,1.0,0,0,0,100,0.0,1.0,16,"A3,G4",2,2,0,0.0,1,1.0,15,16,0,0,0,71.0,487.0,970.8959999999996,100,,
2513,1523,2487.4590000000017,1913.0,244.0,3,48,1.0,2,2,0,739,0.0,0.3333333333333333,51,,0,0,0,0.0,3,0.3333333333333333,48,51,2,0,2,244.0,1913.0,2487.4590000000017,739,,
2625,1523,,,,1,2,1.0,0,0,0,1,0.0,1.0,3,G4,1,1,0,0.0,1,1.0,2,3,0,0,0,,,,1,,
2812,1523,356.01399999999995,389.0,41.0,2,1,1.0,1,1,0,6,0.0,0.5,3,G4,1,1,0,0.0,2,0.5,1,3,1,0,1,41.0,389.0,356.01399999999995,6,,
2814,1523,886.5119999999984,832.0,87.0,4,25,1.0,3,3,0,644,0.0,0.25,29,G4,1,1,0,0.0,4,0.25,25,29,3,0,3,87.0,832.0,886.5119999999984,644,,
2852,1523,693.701,602.0,57.0,4,10,1.0,3,3,0,204,0.0,0.25,14,G4,1,1,0,0.0,4,0.25,10,14,3,0,3,57.0,602.0,693.701,204,,
2854,1523,1844.782999999998,1102.0,126.0,8,16,1.0,7,7,0,706,0.0,0.125,24,G4,1,1,0,0.0,8,0.125,16,24,7,0,7,126.0,1102.0,1844.782999999998,706,,
2855,1523,2558.3649999999925,2052.0,301.0,3,41,1.0,2,2,0,902,0.0,0.3333333333333333,44,G4,1,1,0,0.0,3,0.3333333333333333,41,44,2,0,2,301.0,2052.0,2558.3649999999925,902,,
2878,1523,16.064999999999998,7.0,0.0,1,0,1.0,0,0,0,0,0.0,1.0,1,G4,1,1,0,0.0,1,1.0,0,1,0,0,0,0.0,7.0,16.064999999999998,0,,
2922,1523,812.1720000000001,672.0,82.0,6,11,0.0,6,6,0,427,0.0,0.0,17,G4,1,1,0,0.0,6,0.0,11,17,6,0,6,82.0,672.0,812.1720000000001,427,,
2928,1523,415.9199999999998,673.0,76.0,3,9,1.0,2,2,0,271,0.0,0.3333333333333333,12,G4,1,1,0,0.0,3,0.3333333333333333,9,12,2,0,2,76.0,673.0,415.9199999999998,271,,
3858,1523,1244.4069999999983,1134.0,90.0,18,13,0.0,18,14,4,1757,0.0,0.0,31,"C3,G4",2,2,0,0.0,18,0.0,13,31,14,4,18,90.0,1134.0,1244.4069999999983,1757,,
4007,1523,2899.505,2265.0,245.0,2,57,1.0,1,1,0,1356,0.0,0.5,59,G4,1,1,0,0.0,2,0.5,57,59,1,0,1,245.0,2265.0,2899.505,1356,,
4172,1523,472.519,691.0,75.0,3,14,1.0,2,2,0,92,0.0,0.3333333333333333,17,"A3,G4",2,2,0,0.0,3,0.3333333333333333,14,17,2,0,2,75.0,691.0,472.519,92,,
4199,1523,,,,2,24,0.0,2,2,0,288,0.0,0.0,26,G4,1,1,0,0.0,2,0.0,24,26,2,0,2,,,,288,,
4212,1523,521.8019999999998,553.0,54.0,4,18,1.0,3,3,0,69,0.0,0.25,22,G4,1,1,0,0.0,4,0.25,18,22,3,0,3,54.0,553.0,521.8019999999998,69,,
4244,1523,3917.384000000018,3326.0,505.0,24,26,1.0,23,16,7,2555,0.0,0.041666666666666664,50,"A3,G4",2,2,0,0.0,24,0.041666666666666664,26,50,16,7,23,505.0,3326.0,3917.384000000018,2555,,
4337,1523,,,,1,2,1.0,0,0,0,6,0.0,1.0,3,G4,1,1,0,0.0,1,1.0,2,3,0,0,0,,,,6,,
4354,1523,822.2910000000002,683.0,67.0,14,22,1.0,13,13,0,201,0.0,0.07142857142857142,36,G4,1,1,0,0.0,14,0.07142857142857142,22,36,13,0,13,67.0,683.0,822.2910000000002,201,,
4378,1523,2346.468999999998,1223.0,165.0,51,43,0.0,51,50,1,484,0.0,0.0,94,"B4,G4",2,2,0,0.0,51,0.0,43,94,50,1,51,165.0,1223.0,2346.468999999998,484,,
4478,1523,2055.124999999999,1148.0,168.0,11,49,0.0,11,11,0,448,0.0,0.0,60,,0,0,0,0.0,11,0.0,49,60,11,0,11,168.0,1148.0,2055.124999999999,448,,
4485,1523,1072.4089999999917,871.0,198.0,1,2,0.0,1,1,0,0,0.0,0.0,3,"A3,G4",2,2,0,0.0,1,0.0,2,3,1,0,1,198.0,871.0,1072.4089999999917,0,,
1318,1524,671.3139999999996,741.0,72.0,1,17,1.0,0,0,0,1039,0.0,1.0,18,,0,0,0,0.0,1,1.0,17,18,0,0,0,72.0,741.0,671.3139999999996,1039,,
1910,1524,687.4569999999998,408.0,49.0,11,12,1.0,10,10,0,109,0.0,0.09090909090909091,23,G4,1,1,0,0.0,11,0.09090909090909091,12,23,10,0,10,49.0,408.0,687.4569999999998,109,,
1969,1524,1388.8429999999996,822.0,99.0,1,23,0.0,1,1,0,878,0.0,0.0,24,A3,1,1,0,0.0,1,0.0,23,24,1,0,1,99.0,822.0,1388.8429999999996,878,,
1984,1524,345.0690000000001,380.0,28.0,1,3,1.0,0,0,0,44,0.0,1.0,4,,0,0,0,0.0,1,1.0,3,4,0,0,0,28.0,380.0,345.0690000000001,44,,
2199,1524,3051.269000000006,1949.0,309.0,22,51,0.0,22,22,0,619,0.0,0.0,73,G4,1,1,0,0.0,22,0.0,51,73,22,0,22,309.0,1949.0,3051.269000000006,619,,
2224,1524,1502.2050000000013,854.0,77.0,1,31,1.0,0,0,0,916,0.0,1.0,32,"A3,G4",2,2,0,0.0,1,1.0,31,32,0,0,0,77.0,854.0,1502.2050000000013,916,,
2390,1524,125.63500000000003,169.0,7.0,1,1,1.0,0,0,0,0,0.0,1.0,2,G4,1,1,0,0.0,1,1.0,1,2,0,0,0,7.0,169.0,125.63500000000003,0,,
2393,1524,623.7449999999995,531.0,53.0,3,16,1.0,2,2,0,264,0.0,0.3333333333333333,19,,0,0,0,0.0,3,0.3333333333333333,16,19,2,0,2,53.0,531.0,623.7449999999995,264,,
2398,1524,988.6269999999992,605.0,68.0,3,7,1.0,2,2,0,105,0.0,0.3333333333333333,10,G4,1,1,0,0.0,3,0.3333333333333333,7,10,2,0,2,68.0,605.0,988.6269999999992,105,,
2404,1524,1144.2449999999992,1165.0,204.0,1,3,1.0,0,0,0,10,0.0,1.0,4,,0,0,0,0.0,1,1.0,3,4,0,0,0,204.0,1165.0,1144.2449999999992,10,,
2535,1524,185.389,283.0,32.0,1,1,1.0,0,0,0,0,0.0,1.0,2,G4,1,1,0,0.0,1,1.0,1,2,0,0,0,32.0,283.0,185.389,0,,
2815,1524,210.091,363.0,47.0,2,1,1.0,1,1,0,4,0.0,0.5,3,G4,1,1,0,0.0,2,0.5,1,3,1,0,1,47.0,363.0,210.091,4,,
2818,1524,1077.490999999997,1328.0,247.0,3,13,1.0,2,2,0,341,0.0,0.3333333333333333,16,,0,0,0,0.0,3,0.3333333333333333,13,16,2,0,2,247.0,1328.0,1077.490999999997,341,,
2822,1524,222.865,302.0,10.0,3,3,1.0,2,2,0,4,0.0,0.3333333333333333,6,G4,1,1,0,0.0,3,0.3333333333333333,3,6,2,0,2,10.0,302.0,222.865,4,,
2823,1524,1361.4279999999992,905.0,126.0,6,17,1.0,5,5,0,397,0.0,0.16666666666666666,23,A3,1,1,0,0.0,6,0.16666666666666666,17,23,5,0,5,126.0,905.0,1361.4279999999992,397,,
2825,1524,922.181,932.0,152.0,7,36,1.0,6,6,0,639,0.0,0.14285714285714285,43,G4,1,1,0,0.0,7,0.14285714285714285,36,43,6,0,6,152.0,932.0,922.181,639,,
2829,1524,1091.4129999999998,400.0,40.0,3,9,1.0,2,2,0,26,0.0,0.3333333333333333,12,G4,1,1,0,0.0,3,0.3333333333333333,9,12,2,0,2,40.0,400.0,1091.4129999999998,26,,
2859,1524,563.8639999999991,458.0,30.0,1,3,1.0,0,0,0,34,0.0,1.0,4,G4,1,1,0,0.0,1,1.0,3,4,0,0,0,30.0,458.0,563.8639999999991,34,,
2888,1524,1046.9759999999983,686.0,60.0,1,16,0.0,1,1,0,408,0.0,0.0,17,A3,1,1,0,0.0,1,0.0,16,17,1,0,1,60.0,686.0,1046.9759999999983,408,,
2952,1524,,,,1,1,1.0,0,0,0,0,0.0,1.0,2,G4,1,1,0,0.0,1,1.0,1,2,0,0,0,,,,0,,
4178,1524,2049.0039999999985,1216.0,128.0,1,48,0.0,1,1,0,606,0.0,0.0,49,,0,0,0,0.0,1,0.0,48,49,1,0,1,128.0,1216.0,2049.0039999999985,606,,
4208,1524,,,,1,3,1.0,0,0,0,9,0.0,1.0,4,G4,1,1,0,0.0,1,1.0,3,4,0,0,0,,,,9,,
4226,1524,2894.4859999999994,1068.0,101.0,34,58,1.0,33,30,3,644,0.0,0.029411764705882353,92,G4,1,1,0,0.0,34,0.029411764705882353,58,92,30,3,33,101.0,1068.0,2894.4859999999994,644,,
4227,1524,714.386,456.0,70.0,3,3,1.0,2,0,2,60,0.0,0.3333333333333333,6,"A3,G4",2,2,0,0.0,3,0.3333333333333333,3,6,0,2,2,70.0,456.0,714.386,60,,
4362,1524,852.0840000000001,444.0,43.0,2,3,0.0,2,2,0,27,0.0,0.0,5,"A3,G4",2,2,0,0.0,2,0.0,3,5,2,0,2,43.0,444.0,852.0840000000001,27,,
4431,1524,,,,1,13,1.0,0,0,0,528,0.0,1.0,14,"A3,G4",2,2,0,0.0,1,1.0,13,14,0,0,0,,,,528,,
4469,1524,,,,1,0,1.0,0,0,0,0,0.0,1.0,1,G4,1,1,0,0.0,1,1.0,0,1,0,0,0,,,,0,,
1895,1525,214.7189999999998,403.0,36.0,1,2,1.0,0,0,0,6,0.0,1.0,3,G4,1,1,0,0.0,1,1.0,2,3,0,0,0,36.0,403.0,214.7189999999998,6,,
1897,1525,321.4119999999999,323.0,18.0,1,3,1.0,0,0,0,14,0.0,1.0,4,G4,1,1,0,0.0,1,1.0,3,4,0,0,0,18.0,323.0,321.4119999999999,14,,
1931,1525,3395.793000000006,2030.0,261.0,17,62,1.0,16,16,0,1242,0.0,0.058823529411764705,79,G4,1,1,0,0.0,17,0.058823529411764705,62,79,16,0,16,261.0,2030.0,3395.793000000006,1242,,
1936,1525,421.1479999999998,334.0,30.0,1,5,1.0,0,0,0,7,0.0,1.0,6,G4,1,1,0,0.0,1,1.0,5,6,0,0,0,30.0,334.0,421.1479999999998,7,,
2003,1525,957.7429999999996,502.0,53.0,1,6,1.0,0,0,0,5,0.0,1.0,7,,0,0,0,0.0,1,1.0,6,7,0,0,0,53.0,502.0,957.7429999999996,5,,
2288,1525,242.372,169.0,6.0,1,1,1.0,0,0,0,0,0.0,1.0,2,G4,1,1,0,0.0,1,1.0,1,2,0,0,0,6.0,169.0,242.372,0,,
2299,1525,470.3029999999998,630.0,68.0,4,10,1.0,3,3,0,268,0.0,0.25,14,G4,1,1,0,0.0,4,0.25,10,14,3,0,3,68.0,630.0,470.3029999999998,268,,
2406,1525,145.37500000000006,171.0,41.0,1,2,0.0,1,1,0,19,0.0,0.0,3,,0,0,0,0.0,1,0.0,2,3,1,0,1,41.0,171.0,145.37500000000006,19,,
2417,1525,300.0039999999999,188.0,4.0,1,2,1.0,0,0,0,8,0.0,1.0,3,G4,1,1,0,0.0,1,1.0,2,3,0,0,0,4.0,188.0,300.0039999999999,8,,
2418,1525,1752.826000000003,759.0,149.0,1,2,0.0,1,1,0,5,0.0,0.0,3,G4,1,1,0,0.0,1,0.0,2,3,1,0,1,149.0,759.0,1752.826000000003,5,,
2816,1525,493.1730000000001,370.0,9.0,2,6,1.0,1,1,0,16,0.0,0.5,8,G4,1,1,0,0.0,2,0.5,6,8,1,0,1,9.0,370.0,493.1730000000001,16,,
2828,1525,1250.8730000000005,643.0,68.0,4,30,1.0,3,3,0,202,0.0,0.25,34,G4,1,1,0,0.0,4,0.25,30,34,3,0,3,68.0,643.0,1250.8730000000005,202,,
2834,1525,1248.8819999999994,910.0,76.0,2,27,0.0,2,2,0,671,0.0,0.0,29,G4,1,1,0,0.0,2,0.0,27,29,2,0,2,76.0,910.0,1248.8819999999994,671,,
2836,1525,340.7779999999999,423.0,57.0,8,9,1.0,7,7,0,170,0.0,0.125,17,G4,1,1,0,0.0,8,0.125,9,17,7,0,7,57.0,423.0,340.7779999999999,170,,
2960,1525,407.1609999999998,535.0,95.0,1,0,1.0,0,0,0,0,0.0,1.0,1,G4,1,1,0,0.0,1,1.0,0,1,0,0,0,95.0,535.0,407.1609999999998,0,,
3987,1525,2710.219000000003,1499.0,203.0,1,41,0.0,1,1,0,2094,0.0,0.0,42,G4,1,1,0,0.0,1,0.0,41,42,1,0,1,203.0,1499.0,2710.219000000003,2094,,
4004,1525,,,,1,2,1.0,0,0,0,0,0.0,1.0,3,G4,1,1,0,0.0,1,1.0,2,3,0,0,0,,,,0,,
4190,1525,,,,1,3,1.0,0,0,0,3,0.0,1.0,4,G4,1,1,0,0.0,1,1.0,3,4,0,0,0,,,,3,,
4206,1525,3482.3440000000032,2334.0,380.0,68,102,1.0,67,65,2,1448,0.0,0.014705882352941176,170,"A3,B8,G4",3,3,0,0.0,68,0.014705882352941176,102,170,65,2,67,380.0,2334.0,3482.3440000000032,1448,,
4232,1525,,,,1,29,0.0,1,1,0,1515,0.0,0.0,30,,0,0,0,0.0,1,0.0,29,30,1,0,1,,,,1515,,
4312,1525,955.7820000000008,755.0,67.0,34,22,1.0,33,33,0,780,0.0,0.029411764705882353,56,"A4,G4",2,2,0,0.0,34,0.029411764705882353,22,56,33,0,33,67.0,755.0,955.7820000000008,780,,
4351,1525,,,,1,3,1.0,0,0,0,4,0.0,1.0,4,"A4,G4",2,2,0,0.0,1,1.0,3,4,0,0,0,,,,4,,
4370,1525,,,,2,4,0.0,2,2,0,22,0.0,0.0,6,A3,1,1,0,0.0,2,0.0,4,6,2,0,2,,,,22,,
4482,1525,2136.7190000000014,1184.0,143.0,18,48,0.0,18,18,0,598,0.0,0.0,66,G4,1,1,0,0.0,18,0.0,48,66,18,0,18,143.0,1184.0,2136.7190000000014,598,,
4496,1525,,,,6,30,0.0,6,6,0,309,0.0,0.0,36,"A3,G4",2,2,0,0.0,6,0.0,30,36,6,0,6,,,,309,,
1922,1526,1591.5329999999983,1368.0,278.0,8,64,1.0,7,7,0,433,0.0,0.125,72,G4,1,1,0,0.0,8,0.125,64,72,7,0,7,278.0,1368.0,1591.5329999999983,433,,
1923,1526,489.6309999999996,226.0,7.0,1,1,1.0,0,0,0,172,0.0,1.0,2,G4,1,1,0,0.0,1,1.0,1,2,0,0,0,7.0,226.0,489.6309999999996,172,,
2024,1526,352.28199999999987,309.0,26.0,1,1,1.0,0,0,0,0,0.0,1.0,2,G4,1,1,0,0.0,1,1.0,1,2,0,0,0,26.0,309.0,352.28199999999987,0,,
2198,1526,536.9739999999999,469.0,52.0,2,12,1.0,1,1,0,151,0.0,0.5,14,G4,1,1,0,0.0,2,0.5,12,14,1,0,1,52.0,469.0,536.9739999999999,151,,
2220,1526,691.4269999999998,508.0,42.0,3,8,1.0,2,2,0,27,0.0,0.3333333333333333,11,,0,0,0,0.0,3,0.3333333333333333,8,11,2,0,2,42.0,508.0,691.4269999999998,27,,
2281,1526,,,,1,31,1.0,0,0,0,1044,0.0,1.0,32,"A3,G4",2,2,0,0.0,1,1.0,31,32,0,0,0,,,,1044,,
2287,1526,801.0730000000002,573.0,55.0,1,11,1.0,0,0,0,239,0.0,1.0,12,"A3,G4",2,2,0,0.0,1,1.0,11,12,0,0,0,55.0,573.0,801.0730000000002,239,,
2304,1526,896.5549999999997,511.0,37.0,2,9,1.0,1,1,0,126,0.0,0.5,11,G4,1,1,0,0.0,2,0.5,9,11,1,0,1,37.0,511.0,896.5549999999997,126,,
2306,1526,308.51899999999983,346.0,50.0,1,2,1.0,0,0,0,1,0.0,1.0,3,,0,0,0,0.0,1,1.0,2,3,0,0,0,50.0,346.0,308.51899999999983,1,,
2383,1526,845.8719999999996,334.0,23.0,1,8,1.0,0,0,0,94,0.0,1.0,9,G4,1,1,0,0.0,1,1.0,8,9,0,0,0,23.0,334.0,845.8719999999996,94,,
2384,1526,245.82299999999995,306.0,10.0,1,2,1.0,0,0,0,0,0.0,1.0,3,G4,1,1,0,0.0,1,1.0,2,3,0,0,0,10.0,306.0,245.82299999999995,0,,
2385,1526,291.37099999999987,179.0,8.0,2,1,1.0,1,1,0,1,0.0,0.5,3,G4,1,1,0,0.0,2,0.5,1,3,1,0,1,8.0,179.0,291.37099999999987,1,,
2387,1526,829.680999999999,725.0,103.0,1,25,1.0,0,0,0,459,0.0,1.0,26,G4,1,1,0,0.0,1,1.0,25,26,0,0,0,103.0,725.0,829.680999999999,459,,
2388,1526,673.604,834.0,108.0,2,29,1.0,1,1,0,355,0.0,0.5,31,G4,1,1,0,0.0,2,0.5,29,31,1,0,1,108.0,834.0,673.604,355,,
2397,1526,218.88000000000008,214.0,22.0,1,1,1.0,0,0,0,0,0.0,1.0,2,G4,1,1,0,0.0,1,1.0,1,2,0,0,0,22.0,214.0,218.88000000000008,0,,
2402,1526,823.5349999999969,825.0,287.0,1,2,1.0,0,0,0,0,0.0,1.0,3,G4,1,1,0,0.0,1,1.0,2,3,0,0,0,287.0,825.0,823.5349999999969,0,,
2517,1526,379.4980000000002,322.0,19.0,1,4,1.0,0,0,0,4,0.0,1.0,5,,0,0,0,0.0,1,1.0,4,5,0,0,0,19.0,322.0,379.4980000000002,4,,
2561,1526,138.70800000000006,292.0,26.0,1,2,1.0,0,0,0,2,0.0,1.0,3,,0,0,0,0.0,1,1.0,2,3,0,0,0,26.0,292.0,138.70800000000006,2,,
2573,1526,1705.7659999999992,1583.0,226.0,1,28,1.0,0,0,0,1071,0.0,1.0,29,,0,0,0,0.0,1,1.0,28,29,0,0,0,226.0,1583.0,1705.7659999999992,1071,,
