question,usuario,misconceptions_detectados,total_misconceptions,categorias_afetadas
1394,7143,G4,1,1
1394,7163,,0,0
1394,7180,G4,1,1
1394,7193,G4,1,1
1394,7203,,0,0
1394,7598,,0,0
1394,7611,G4,1,1
1394,7615,G4,1,1
1394,7640,A3,1,1
1394,7660,B8,1,1
1395,1896,G4,1,1
1395,1897,,0,0
1395,1905,,0,0
1395,2003,,0,0
1395,2821,,0,0
1395,2880,,0,0
1395,2952,G4,1,1
1395,3030,,0,0
1395,3046,,0,0
1395,3071,"B8,G4",2,2
1395,3097,,0,0
1395,3101,,0,0
1395,3117,,0,0
1395,3122,,0,0
1395,3134,,0,0
1395,3320,,0,0
1395,3324,,0,0
1395,3418,,0,0
1395,3657,,0,0
1395,3707,,0,0
1395,3715,G4,1,1
1395,3721,,0,0
1395,3768,,0,0
1395,3776,"B8,G4",2,2
1395,3999,G4,1,1
1395,4054,"B8,G4",2,2
1395,4061,,0,0
1395,4116,,0,0
1395,4118,,0,0
1395,4120,G4,1,1
1395,4129,B8,1,1
1395,4166,,0,0
1395,4208,,0,0
1395,4286,G4,1,1
1395,4726,B4,1,1
1395,5998,G4,1,1
1395,6011,G4,1,1
1395,6157,G4,1,1
1395,7090,,0,0
1395,7102,G4,1,1
1395,7134,,0,0
1395,7139,,0,0
1395,7141,G4,1,1
1395,7144,,0,0
1395,7148,H1,1,1
1395,7167,,0,0
1395,7174,G4,1,1
1395,7181,"B8,B9,G4",3,2
1395,7190,G4,1,1
1395,7194,G4,1,1
1395,7204,,0,0
1395,7237,G4,1,1
1395,7648,G4,1,1
1396,1439,G4,1,1
1396,1921,,0,0
1396,1924,,0,0
1396,1925,H1,1,1
1396,1940,B8,1,1
1396,1942,B8,1,1
1396,1964,,0,0
1396,2007,,0,0
1396,2010,,0,0
1396,2198,G4,1,1
1396,2580,,0,0
1396,2815,,0,0
1396,2855,G4,1,1
1396,2866,G4,1,1
1396,2878,"B8,B9",2,1
1396,2912,,0,0
1396,2928,,0,0
1396,2950,,0,0
1396,2961,,0,0
1396,2963,B8,1,1
1396,3049,,0,0
1396,3059,G4,1,1
1396,3061,G4,1,1
1396,3066,,0,0
1396,3080,,0,0
1396,3083,,0,0
1396,3089,,0,0
1396,3095,G4,1,1
1396,3100,,0,0
1396,3106,,0,0
1396,3125,,0,0
1396,3135,,0,0
1396,3138,,0,0
1396,3139,G4,1,1
1396,3140,"B8,G4",2,2
1396,3227,G4,1,1
1396,3263,,0,0
1396,3306,,0,0
1396,3311,,0,0
1396,3318,G4,1,1
1396,3331,,0,0
1396,3401,,0,0
1396,3477,G4,1,1
1396,3704,,0,0
1396,3705,G4,1,1
1396,3723,G4,1,1
1396,3728,,0,0
1396,3737,,0,0
1396,3755,G4,1,1
1396,3807,H1,1,1
1396,3808,,0,0
1396,3987,G4,1,1
1396,4004,,0,0
1396,4032,,0,0
1396,4046,H1,1,1
1396,4070,,0,0
1396,4077,,0,0
1396,4081,"A3,B4",2,2
1396,4099,,0,0
1396,4108,,0,0
1396,4126,,0,0
1396,4149,,0,0
1396,4157,G4,1,1
1396,4159,,0,0
1396,4213,G4,1,1
1396,4229,,0,0
1396,4240,G4,1,1
1396,4264,,0,0
1396,4272,,0,0
1396,4350,G4,1,1
1396,4363,"B8,G4",2,2
1396,4365,,0,0
1396,4378,G4,1,1
1396,4414,,0,0
1396,4431,G4,1,1
1396,4496,,0,0
1396,4667,H1,1,1
1396,4668,,0,0
1396,4684,,0,0
1396,4686,G4,1,1
1396,4687,G4,1,1
1396,4688,,0,0
1396,4692,,0,0
1396,4739,G4,1,1
1396,4857,G4,1,1
1396,7097,G4,1,1
1396,7098,G4,1,1
1396,7130,G4,1,1
1396,7155,G4,1,1
1396,7162,,0,0
1396,7168,,0,0
1396,7169,G4,1,1
1396,7188,G4,1,1
1396,7192,"G4,H1",2,2
1396,7570,,0,0
1396,7595,,0,0
1396,7601,,0,0
1396,7607,G4,1,1
1396,7616,,0,0
1396,7622,B8,1,1
1396,7624,,0,0
1396,7650,G4,1,1
1396,7657,,0,0
1396,7659,,0,0
1396,7673,,0,0
1396,7693,B8,1,1
1396,7697,G4,1,1
1396,7748,G4,1,1
1397,1466,G4,1,1
1397,1892,,0,0
1397,1902,B8,1,1
1397,1922,,0,0
1397,1923,G4,1,1
1397,1934,,0,0
1397,1996,,0,0
1397,2031,G4,1,1
1397,2051,,0,0
1397,2054,,0,0
1397,2376,G4,1,1
1397,2510,G4,1,1
1397,2554,"A3,G4",2,2
1397,2812,,0,0
1397,2829,G4,1,1
1397,2834,G4,1,1
1397,2857,"A3,G4",2,2
1397,2858,,0,0
1397,2889,G4,1,1
1397,2932,G4,1,1
1397,3276,G4,1,1
1397,3305,,0,0
1397,3321,,0,0
1397,3330,G4,1,1
1397,3397,,0,0
1397,3434,G4,1,1
1397,3508,,0,0
1397,3710,"A3,G4",2,2
1397,3774,,0,0
1397,4086,,0,0
1397,4097,,0,0
1397,4101,G4,1,1
1397,4112,G4,1,1
1397,4143,G4,1,1
1397,4145,G4,1,1
1397,4146,,0,0
1397,4155,G4,1,1
1397,4163,G4,1,1
1397,4228,,0,0
1397,4239,,0,0
1397,4336,G4,1,1
1397,4351,,0,0
1397,4367,G4,1,1
1397,4372,,0,0
1397,4463,G4,1,1
1397,4476,,0,0
1397,4488,,0,0
1397,4665,,0,0
1397,4673,G4,1,1
1397,4675,,0,0
1397,4679,,0,0
1397,4715,G4,1,1
1397,4733,,0,0
1397,7642,G4,1,1
1398,1907,B8,1,1
1398,1915,,0,0
1398,1920,,0,0
1398,1930,,0,0
1398,1933,,0,0
1398,1963,,0,0
1398,1977,,0,0
1398,1978,,0,0
1398,1984,B8,1,1
1398,1998,"B8,G4",2,2
1398,2023,,0,0
1398,2024,"B8,G4",2,2
1398,2199,,0,0
1398,2371,,0,0
1398,2807,,0,0
1398,2814,,0,0
1398,2822,,0,0
1398,2881,G4,1,1
1398,2939,"B8,B9,G4",3,2
1398,2993,G4,1,1
1398,3054,,0,0
1398,3063,,0,0
1398,3079,,0,0
1398,3085,G4,1,1
1398,3086,G4,1,1
1398,3092,G4,1,1
1398,3102,G4,1,1
1398,3105,,0,0
1398,3136,G4,1,1
1398,3142,,0,0
1398,3144,,0,0
1398,3223,,0,0
1398,3234,,0,0
1398,3243,"G4,H1",2,2
1398,3245,,0,0
1398,3255,G4,1,1
1398,3259,,0,0
1398,3277,G4,1,1
1398,3417,,0,0
1398,3448,"A3,G4",2,2
1398,3595,,0,0
1398,3650,,0,0
1398,3651,G4,1,1
1398,3706,,0,0
1398,3716,G4,1,1
1398,3729,"B8,G4",2,2
1398,3731,G4,1,1
1398,3738,G4,1,1
1398,3855,,0,0
1398,3985,G4,1,1
1398,3997,,0,0
1398,4002,G4,1,1
1398,4044,,0,0
1398,4057,,0,0
1398,4066,,0,0
1398,4098,,0,0
1398,4123,,0,0
1398,4127,G4,1,1
1398,4139,,0,0
1398,4206,G4,1,1
1398,4234,A3,1,1
1398,4304,A3,1,1
1398,4316,G4,1,1
1398,4337,,0,0
1398,4352,,0,0
1398,4377,,0,0
1398,4424,B8,1,1
1398,4433,,0,0
1398,4461,G4,1,1
1398,4485,G4,1,1
1398,4515,,0,0
1398,4682,,0,0
1398,4744,A4,1,1
1398,5655,,0,0
1398,6012,G4,1,1
1398,7101,G4,1,1
1398,7112,G4,1,1
1398,7121,"B8,G4",2,2
1398,7212,G4,1,1
1398,7214,G4,1,1
1398,7564,G4,1,1
1398,7568,G4,1,1
1398,7639,G4,1,1
1398,7658,G4,1,1
1398,7685,G4,1,1
1398,7702,G4,1,1
1399,1906,G4,1,1
1399,1910,,0,0
1399,1919,,0,0
1399,1947,B8,1,1
1399,1983,G4,1,1
1399,2011,,0,0
1399,2038,"B8,G4",2,2
1399,2511,,0,0
1399,2816,G4,1,1
1399,2817,,0,0
1399,2825,G4,1,1
1399,2827,,0,0
1399,2830,,0,0
1399,2859,G4,1,1
1399,2941,G4,1,1
1399,3044,G4,1,1
1399,3048,G4,1,1
1399,3057,B8,1,1
1399,3060,G4,1,1
1399,3072,G4,1,1
1399,3091,B8,1,1
1399,3098,,0,0
1399,3120,,0,0
1399,3132,,0,0
1399,3222,"B8,G4",2,2
1399,3233,,0,0
1399,3309,G4,1,1
1399,3310,G4,1,1
1399,3522,"A3,G4",2,2
1399,3654,,0,0
1399,3658,G4,1,1
1399,3697,G4,1,1
1399,3699,,0,0
1399,3759,,0,0
1399,3781,,0,0
1399,3784,,0,0
1399,3793,,0,0
1399,3799,,0,0
1399,3989,,0,0
1399,3993,G4,1,1
1399,3995,G4,1,1
1399,4001,G4,1,1
1399,4011,G4,1,1
1399,4027,"B8,G4",2,2
1399,4040,,0,0
1399,4047,,0,0
1399,4085,,0,0
1399,4102,G4,1,1
1399,4160,G4,1,1
1399,4162,"B8,G4",2,2
1399,4203,,0,0
1399,4207,,0,0
1399,4230,,0,0
1399,4432,G4,1,1
1399,4434,A3,1,1
1400,1544,,0,0
1400,1896,G4,1,1
1400,1905,,0,0
1400,1928,,0,0
1400,2008,"A3,G4",2,2
1400,2123,"B8,G4",2,2
1400,2131,"B8,G4",2,2
1400,2164,,0,0
1400,2165,,0,0
1400,2176,,0,0
1400,2177,G4,1,1
1400,2181,B8,1,1
1400,2226,,0,0
1400,2265,,0,0
1400,2267,"A3,G4",2,2
1400,2280,,0,0
1400,2282,,0,0
1400,2294,,0,0
1400,2392,,0,0
1400,2393,B8,1,1
1400,2408,,0,0
1400,2425,"B8,G4",2,2
1400,2426,,0,0
1400,2508,G4,1,1
1400,2517,,0,0
1400,2574,"A3,G4",2,2
1400,2823,G4,1,1
1400,2830,"B8,G4",2,2
1400,2855,"B8,G4",2,2
1400,2878,B8,1,1
1400,3715,G4,1,1
1400,3722,G4,1,1
1400,3758,,0,0
1400,3759,,0,0
1400,3776,"A3,G4",2,2
1400,3799,G4,1,1
1400,3855,"B8,G4",2,2
1400,7510,,0,0
1400,7666,"B8,G4",2,2
1401,1897,,0,0
1401,1929,A3,1,1
1401,2011,,0,0
1401,2016,,0,0
1401,2029,,0,0
1401,2158,,0,0
1401,2190,,0,0
1401,2195,A3,1,1
1401,2201,A3,1,1
1401,2211,,0,0
1401,2219,B8,1,1
1401,2233,,0,0
1401,2238,B8,1,1
1401,2252,G4,1,1
1401,2289,B8,1,1
1401,2293,G4,1,1
1401,2325,G4,1,1
1401,2329,G4,1,1
1401,2336,B8,1,1
1401,2338,,0,0
1401,2382,B8,1,1
1401,2397,A3,1,1
1401,2399,G4,1,1
1401,2423,,0,0
1401,2478,B8,1,1
1401,2510,G4,1,1
1401,2681,G4,1,1
1401,2812,B8,1,1
1401,2818,B8,1,1
1401,2834,G4,1,1
1401,2858,,0,0
1401,2881,G4,1,1
1401,2963,"B8,G4",2,2
1401,3607,B8,1,1
1401,3620,B8,1,1
1401,3651,G4,1,1
1401,3703,,0,0
1401,3714,,0,0
1401,3742,,0,0
1401,3748,G4,1,1
1401,3753,A3,1,1
1401,3792,G4,1,1
1401,7651,B8,1,1
1401,7655,G4,1,1
1402,1466,G4,1,1
1402,1963,B8,1,1
1402,1983,,0,0
1402,2007,,0,0
1402,2114,B8,1,1
1402,2175,,0,0
1402,2179,,0,0
1402,2199,,0,0
1402,2224,,0,0
1402,2237,,0,0
1402,2240,G4,1,1
1402,2245,,0,0
1402,2246,,0,0
1402,2266,,0,0
1402,2271,,0,0
1402,2277,,0,0
1402,2287,,0,0
1402,2292,G4,1,1
1402,2337,B8,1,1
1402,2372,,0,0
1402,2385,"B8,G4",2,2
1402,2388,"B8,G4",2,2
1402,2391,B8,1,1
1402,2405,"A3,G4",2,2
1402,2409,,0,0
1402,2417,,0,0
1402,2420,,0,0
1402,2512,,0,0
1402,2602,,0,0
1402,2814,B8,1,1
1402,2815,G4,1,1
1402,2856,G4,1,1
1402,2866,A3,1,1
1402,3697,G4,1,1
1402,3729,B8,1,1
1402,3738,,0,0
1402,3746,G4,1,1
1402,3749,G4,1,1
1402,7642,G4,1,1
1402,7650,G4,1,1
1402,7690,G4,1,1
1403,1892,A3,1,1
1403,1910,,0,0
1403,1914,G4,1,1
1403,1922,,0,0
1403,1933,,0,0
1403,1969,A3,1,1
1403,2024,"B8,G4",2,2
1403,2034,B8,1,1
1403,2101,,0,0
1403,2107,"A3,B8,G4",3,3
1403,2122,"A3,G4",2,2
1403,2129,,0,0
1403,2166,"B8,G4",2,2
1403,2185,,0,0
1403,2188,,0,0
1403,2200,,0,0
1403,2215,,0,0
1403,2216,,0,0
1403,2229,,0,0
1403,2239,,0,0
1403,2241,A3,1,1
1403,2258,,0,0
1403,2264,,0,0
1403,2281,,0,0
1403,2283,,0,0
1403,2299,G4,1,1
1403,2312,B8,1,1
1403,2395,,0,0
1403,2396,G4,1,1
1403,2416,,0,0
1403,2534,,0,0
1403,2554,,0,0
1403,2808,B8,1,1
1403,2833,,0,0
1403,2940,G4,1,1
1403,3699,,0,0
1403,3706,,0,0
1403,3735,B8,1,1
1403,3778,,0,0
1403,6013,"B8,G4",2,2
1403,7578,,0,0
1403,7640,"A3,B8,G4",3,3
1404,1927,,0,0
1404,1977,B8,1,1
1404,1986,G4,1,1
1404,1998,G4,1,1
1404,2102,G4,1,1
1404,2144,G4,1,1
1404,2156,A3,1,1
1404,2187,B8,1,1
1404,2197,"A3,G4",2,2
1404,2214,"G4,H1",2,2
1404,2221,G4,1,1
1404,2235,"G4,H1",2,2
1404,2251,"A3,G4",2,2
1404,2261,G4,1,1
1404,2291,G4,1,1
1404,2324,"B8,G4",2,2
1404,2341,,0,0
1404,2342,B8,1,1
1404,2352,,0,0
1404,2411,G4,1,1
1404,2429,A3,1,1
1404,2430,A3,1,1
1404,2495,,0,0
1404,2511,A3,1,1
1404,2540,G4,1,1
1404,2625,"B8,G4",2,2
1404,2824,G4,1,1
1404,2825,G4,1,1
1404,2826,G4,1,1
1404,2854,"B8,G4",2,2
1404,2874,G4,1,1
1404,2880,,0,0
1404,2975,"B8,G4",2,2
1404,3701,,0,0
1404,3716,G4,1,1
1404,3798,G4,1,1
1404,3810,G4,1,1
1404,7648,"A3,G4",2,2
1405,1893,G4,1,1
1405,1907,,0,0
1405,1937,,0,0
1405,1941,,0,0
1405,1959,,0,0
1405,2010,,0,0
1405,2051,G4,1,1
1405,2110,G4,1,1
1405,2159,,0,0
1405,2212,G4,1,1
1405,2288,G4,1,1
1405,2301,G4,1,1
1405,2304,,0,0
1405,2316,G4,1,1
1405,2361,"B8,G4",2,2
1405,2366,,0,0
1405,2384,"B8,G4",2,2
1405,2386,,0,0
1405,2389,G4,1,1
1405,2463,B8,1,1
1405,2565,,0,0
1405,2622,,0,0
1405,2809,,0,0
1405,2827,,0,0
1405,2831,A3,1,1
1405,2853,,0,0
1405,2864,B8,1,1
1405,3698,A3,1,1
1405,3710,G4,1,1
1405,3751,G4,1,1
1405,3782,"B8,G4",2,2
1405,3806,G4,1,1
1405,6130,G4,1,1
1406,1895,"B8,G4",2,2
1406,1926,G4,1,1
1406,2046,,0,0
1406,2124,A3,1,1
1406,2125,,0,0
1406,2127,G4,1,1
1406,2130,A3,1,1
1406,2134,,0,0
1406,2142,,0,0
1406,2198,G4,1,1
1406,2210,,0,0
1406,2242,B8,1,1
1406,2244,B8,1,1
1406,2254,,0,0
1406,2314,"B8,G4",2,2
1406,2371,G4,1,1
1406,2378,,0,0
1406,2380,,0,0
1406,2402,B8,1,1
1406,2480,,0,0
1406,2583,,0,0
1406,2816,,0,0
1406,2819,"B8,G4",2,2
1406,2882,,0,0
1406,3709,,0,0
1406,3745,"B8,G4",2,2
1406,3761,G4,1,1
1406,3768,G4,1,1
1407,1906,G4,1,1
1407,1947,B8,1,1
1407,1952,"B8,G4",2,2
1407,2002,G4,1,1
1407,2003,,0,0
1407,2120,G4,1,1
1407,2121,"A3,G4",2,2
1407,2152,G4,1,1
1407,2154,G4,1,1
1407,2174,G4,1,1
1407,2193,G4,1,1
1407,2194,G4,1,1
1407,2206,G4,1,1
1407,2223,,0,0
1407,2255,G4,1,1
1407,2263,G4,1,1
1407,2276,G4,1,1
1407,2284,G4,1,1
1407,2285,"A3,B4,G4",3,3
1407,2317,G4,1,1
1407,2322,G4,1,1
1407,2387,G4,1,1
1407,2390,G4,1,1
1407,2394,,0,0
1407,2401,"A3,G4",2,2
1407,2407,,0,0
1407,2418,G4,1,1
1407,2433,"A3,G4",2,2
1407,2561,G4,1,1
1407,2806,G4,1,1
1407,2813,G4,1,1
1407,2832,G4,1,1
1407,2836,,0,0
1407,2837,G4,1,1
1407,2859,G4,1,1
1407,3696,,0,0
1407,3707,G4,1,1
1407,3713,G4,1,1
1407,3781,G4,1,1
1407,7506,,0,0
1407,7644,G4,1,1
1408,1948,"A3,B8",2,2
1408,1979,B8,1,1
1408,1992,"B8,G4",2,2
1408,1996,,0,0
1408,2013,G4,1,1
1408,2020,,0,0
1408,2117,B8,1,1
1408,2136,G4,1,1
1408,2137,"B8,G4",2,2
1408,2141,,0,0
1408,2146,"B8,G4",2,2
1408,2172,,0,0
1408,2220,G4,1,1
1408,2248,"A3,G4",2,2
1408,2300,G4,1,1
1408,2305,G4,1,1
1408,2319,G4,1,1
1408,2340,,0,0
1408,2344,H1,1,1
1408,2363,B8,1,1
1408,2376,G4,1,1
1408,2383,G4,1,1
1408,2400,G4,1,1
1408,2404,"B8,G4",2,2
1408,2428,G4,1,1
1408,2431,G4,1,1
1408,2432,G4,1,1
1408,2515,,0,0
1408,2535,G4,1,1
1408,2552,G4,1,1
1408,2562,G4,1,1
1408,2875,G4,1,1
1408,2922,G4,1,1
1408,2925,,0,0
1408,3650,,0,0
1408,3656,"G4,H1",2,2
1408,3657,G4,1,1
1408,3692,"B8,G4",2,2
1408,3700,G4,1,1
1408,3702,,0,0
1408,3743,G4,1,1
1408,3828,,0,0
1408,7558,G4,1,1
1408,7647,B8,1,1
1409,1919,A3,1,1
1409,1930,,0,0
1409,1942,"B8,G4",2,2
1409,1964,"B8,G4",2,2
1409,1978,G4,1,1
1409,2103,B8,1,1
1409,2104,G4,1,1
1409,2108,"B8,G4",2,2
1409,2118,,0,0
1409,2126,B8,1,1
1409,2143,,0,0
1409,2145,,0,0
1409,2192,G4,1,1
1409,2208,G4,1,1
1409,2225,G4,1,1
1409,2247,G4,1,1
1409,2306,G4,1,1
1409,2315,"A4,B8",2,2
1409,2318,"B8,G4",2,2
1409,2321,"B8,G4",2,2
1409,2345,,0,0
1409,2353,G4,1,1
1409,2398,"B8,G4",2,2
1409,2479,,0,0
1409,2533,,0,0
1409,2817,"B8,G4",2,2
1409,2822,,0,0
1409,2829,G4,1,1
1409,2857,G4,1,1
1409,3645,,0,0
1409,3654,,0,0
1409,3658,G4,1,1
1409,3704,,0,0
1409,3739,G4,1,1
1409,3774,G4,1,1
1409,3807,H1,1,1
1409,7505,G4,1,1
1481,1896,G4,1,1
1481,1905,"B8,G4",2,2
1481,1907,,0,0
1481,1913,G4,1,1
1481,1921,"B4,B8,G4",3,2
1481,1928,G4,1,1
1481,1936,"B4,E1,G4",3,3
1481,1979,B4,1,1
1481,1986,G4,1,1
1481,2002,"B4,E1,G4",3,3
1481,2011,"B8,G4",2,2
1481,2016,G4,1,1
1481,2024,"B4,G4",2,2
1481,2376,B8,1,1
1481,3658,G4,1,1
1481,3698,H1,1,1
1481,3704,"B4,G4",2,2
1481,3751,B4,1,1
1481,3828,,0,0
1483,1466,"B4,G4",2,2
1483,1892,B4,1,1
1483,1904,"B4,G4",2,2
1483,1910,"B4,H1",2,2
1483,1917,"B4,B8",2,1
1483,1919,"B4,B8",2,1
1483,1927,B4,1,1
1483,1947,"B4,B8,B9,E1,G4",5,3
1483,1969,"B4,B8",2,1
1483,1978,"B4,B8",2,1
1483,1992,"B4,B8,G4",3,2
1483,1996,"B4,B8",2,1
1483,2198,"B4,B8,G4",3,2
1483,2204,"B4,G4,H1",3,3
1483,3713,"B4,G4",2,2
1483,3755,"B4,B8,G4",3,2
1483,3782,"B4,G4",2,2
1522,1903,"A3,G4",2,2
1522,1933,G4,1,1
1522,1934,G4,1,1
1522,1941,"B8,G4",2,2
1522,1979,G4,1,1
1522,1998,,0,0
1522,2196,G4,1,1
1522,2219,"A3,G4",2,2
1522,2221,"A3,G4",2,2
1522,2235,"A3,G4",2,2
1522,2280,"A3,G4",2,2
1522,2294,G4,1,1
1522,2303,"A3,G4",2,2
1522,2386,G4,1,1
1522,2531,A3,1,1
1522,2833,,0,0
1522,2853,G4,1,1
1522,2866,"G4,H1",2,2
1522,4013,G4,1,1
1522,4189,G4,1,1
1522,4210,G4,1,1
1522,4339,G4,1,1
1522,4376,H1,1,1
1522,4384,"A3,G4",2,2
1522,4429,,0,0
1523,1919,,0,0
1523,2011,G4,1,1
1523,2016,,0,0
1523,2034,,0,0
1523,2211,G4,1,1
1523,2213,G4,1,1
1523,2215,"A3,G4",2,2
1523,2216,,0,0
1523,2230,G4,1,1
1523,2237,G4,1,1
1523,2238,G4,1,1
1523,2239,"A3,G4",2,2
1523,2266,G4,1,1
1523,2284,"A3,G4",2,2
1523,2353,G4,1,1
1523,2400,G4,1,1
1523,2405,"A3,G4",2,2
1523,2513,,0,0
1523,2625,G4,1,1
1523,2812,G4,1,1
1523,2814,G4,1,1
1523,2852,G4,1,1
1523,2854,G4,1,1
1523,2855,G4,1,1
1523,2878,G4,1,1
1523,2922,G4,1,1
1523,2928,G4,1,1
1523,3858,"C3,G4",2,2
1523,4007,"A3,G4",2,2
1523,4172,"A3,G4",2,2
1523,4199,G4,1,1
1523,4212,G4,1,1
1523,4244,"A3,G4",2,2
1523,4337,G4,1,1
1523,4354,G4,1,1
1523,4378,"B4,G4",2,2
1523,4478,A3,1,1
1523,4485,,0,0
1524,1318,,0,0
1524,1910,G4,1,1
1524,1969,A3,1,1
1524,1984,,0,0
1524,2199,,0,0
1524,2224,"A3,G4",2,2
1524,2390,G4,1,1
1524,2393,,0,0
1524,2398,G4,1,1
1524,2404,,0,0
1524,2535,G4,1,1
1524,2815,G4,1,1
1524,2818,,0,0
1524,2822,G4,1,1
1524,2823,A3,1,1
1524,2825,G4,1,1
1524,2829,G4,1,1
1524,2859,G4,1,1
1524,2888,A3,1,1
1524,2952,G4,1,1
1524,4178,,0,0
1524,4208,G4,1,1
1524,4226,G4,1,1
1524,4227,"A3,G4",2,2
1524,4362,"A3,G4",2,2
1524,4431,"A3,G4",2,2
1524,4469,G4,1,1
1525,1895,G4,1,1
1525,1897,G4,1,1
1525,1931,G4,1,1
1525,1936,G4,1,1
1525,2003,,0,0
1525,2288,G4,1,1
1525,2299,G4,1,1
1525,2406,,0,0
1525,2417,G4,1,1
1525,2418,,0,0
1525,2816,G4,1,1
1525,2828,G4,1,1
1525,2834,G4,1,1
1525,2836,G4,1,1
1525,2960,G4,1,1
1525,3987,G4,1,1
1525,4004,G4,1,1
1525,4190,G4,1,1
1525,4206,"B8,G4",2,2
1525,4232,A3,1,1
1525,4312,"A4,G4",2,2
1525,4351,"A4,G4",2,2
1525,4370,A3,1,1
1525,4482,G4,1,1
1525,4496,G4,1,1
1526,1922,G4,1,1
1526,1923,G4,1,1
1526,2024,G4,1,1
1526,2198,G4,1,1
1526,2220,,0,0
1526,2281,"A3,G4",2,2
1526,2287,"A3,G4",2,2
1526,2304,G4,1,1
1526,2306,,0,0
1526,2383,G4,1,1
1526,2384,G4,1,1
1526,2385,G4,1,1
1526,2387,G4,1,1
1526,2388,G4,1,1
1526,2397,G4,1,1
1526,2402,G4,1,1
1526,2517,,0,0
1526,2561,,0,0
1526,2573,,0,0
1526,2583,,0,0
1526,2826,G4,1,1
1526,2827,G4,1,1
1526,2874,,0,0
1526,2881,G4,1,1
1526,2963,"A3,B8,C1,G4",4,4
1526,3988,G4,1,1
1526,4011,G4,1,1
1527,1902,G4,1,1
1527,1905,G4,1,1
1527,1938,"B8,G4",2,2
1527,1948,G4,1,1
1527,1963,G4,1,1
1527,1978,G4,1,1
1527,1980,G4,1,1
1527,2002,G4,1,1
1527,2023,,0,0
1527,2029,,0,0
1527,2283,G4,1,1
1527,2305,"A3,G4",2,2
1527,2376,G4,1,1
1527,2511,,0,0
1527,2811,B8,1,1
1527,2858,G4,1,1
1527,2918,G4,1,1
1527,2929,,0,0
1527,4005,G4,1,1
1527,4175,G4,1,1
1527,4187,,0,0
1527,4194,"A3,G4",2,2
1527,4216,G4,1,1
1527,4223,G4,1,1
1527,4382,G4,1,1
1527,4443,"A2,G4",2,2
1527,4481,G4,1,1
1527,4501,G4,1,1
1528,1466,G4,1,1
1528,1914,,0,0
1528,1924,,0,0
1528,1926,G4,1,1
1528,1928,G4,1,1
1528,1947,,0,0
1528,1977,,0,0
1528,1992,B8,1,1
1528,2007,,0,0
1528,2232,"A3,G4",2,2
1528,2293,,0,0
1528,2396,,0,0
1528,2401,G4,1,1
1528,2411,,0,0
1528,2554,G4,1,1
1528,2565,G4,1,1
1528,3985,G4,1,1
1528,4179,A3,1,1
1528,4191,G4,1,1
1528,4211,G4,1,1
1528,4219,G4,1,1
1528,4225,G4,1,1
1528,4230,,0,0
1528,4235,G4,1,1
1528,4413,,0,0
1529,1920,G4,1,1
1529,1935,G4,1,1
1529,1952,"B8,G4",2,2
1529,2223,,0,0
1529,2225,G4,1,1
1529,2229,G4,1,1
1529,2291,G4,1,1
1529,2416,G4,1,1
1529,2574,G4,1,1
1529,2580,"A3,G4",2,2
1529,2817,,0,0
1529,2830,G4,1,1
1529,2864,A3,1,1
1529,2882,G4,1,1
1529,3995,G4,1,1
1529,3999,"A3,G4",2,2
1529,4180,,0,0
1529,4183,"A3,G4",2,2
1529,4213,G4,1,1
1529,4234,,0,0
1529,4330,G4,1,1
1529,4357,G4,1,1
1530,1909,,0,0
1530,1918,G4,1,1
1530,1930,G4,1,1
1530,1937,,0,0
1530,2051,G4,1,1
1530,2276,G4,1,1
1530,2295,"A3,G4",2,2
1530,2407,"A3,G4",2,2
1530,2615,,0,0
1530,2819,G4,1,1
1530,2821,,0,0
1530,4001,G4,1,1
1530,4171,G4,1,1
1530,4176,,0,0
1530,4233,,0,0
1530,4236,"A3,G4",2,2
1530,4237,G4,1,1
1530,4246,G4,1,1
1530,4367,G4,1,1
1530,4380,G4,1,1
1530,4446,G4,1,1
1530,4466,G4,1,1
1531,1907,G4,1,1
1531,1931,G4,1,1
1531,1963,G4,1,1
1531,1998,G4,1,1
1531,2011,G4,1,1
1531,2104,G4,1,1
1531,2142,G4,1,1
1531,2143,"B8,G4",2,2
1531,2172,G4,1,1
1531,2219,G4,1,1
1531,2241,G4,1,1
1531,2242,,0,0
1531,2244,G4,1,1
1531,2246,G4,1,1
1531,2267,G4,1,1
1531,2314,G4,1,1
1531,2322,G4,1,1
1531,2342,"A3,G4",2,2
1531,2384,G4,1,1
1531,2386,G4,1,1
1531,2397,G4,1,1
1531,2407,G4,1,1
1531,2426,G4,1,1
1531,2510,G4,1,1
1531,2574,G4,1,1
1531,3030,G4,1,1
1531,3048,G4,1,1
1531,3049,G4,1,1
1531,3053,G4,1,1
1531,3071,,0,0
1531,3073,G4,1,1
1531,3146,G4,1,1
1531,3192,G4,1,1
1531,3217,,0,0
1531,3219,G4,1,1
1531,3313,G4,1,1
1531,3328,G4,1,1
1531,3367,G4,1,1
1531,3387,,0,0
1531,3399,G4,1,1
1531,3488,G4,1,1
1531,3620,,0,0
1531,3699,G4,1,1
1531,3705,G4,1,1
1531,3746,G4,1,1
1531,3758,G4,1,1
1531,4033,G4,1,1
1531,4083,"A3,G4",2,2
1531,4108,"A2,B8,G4",3,3
1531,4162,G4,1,1
1531,4168,G4,1,1
1531,4312,G4,1,1
1531,4336,"G4,H1",2,2
1531,4389,G4,1,1
1531,4461,G4,1,1
